scans,query,obs.mass,GlycanMass,MonoisotopicY1mass,MonoisotopicPeptideMass,scan.time,precursorMZ,exact.mass,charge,peptideSequence,sequence,specificity,analysis,q.value,table2Sequence,n.sequence,title,modification
9822,382,2563.133048,1170,1595.77911524,1392.69974224,41.5728333333333,1282.5738,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9822.txt,0000000000010000
9970,384,3585.516372,2192,1595.77911524,1392.69974224,41.9776666666667,1196.1794,3585.498,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9970.txt,0000000000010000
10012,385,2401.051848,1008,1595.77911524,1392.69974224,42.0943333333333,1201.5332,2401.065,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10012.txt,0000000000010000
10013,386,2401.052472,1008,1595.77911524,1392.69974224,42.097,801.3581,2401.065,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10013.txt,0000000000010000
11697,387,2563.134848,1170,1595.77911524,1392.69974224,47.0506666666667,1282.5747,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11697.txt,0000000000010000
10137,388,2563.126248,1170,1595.77911524,1392.69974224,42.4196666666667,1282.5704,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10137.txt,0000000000010000
10140,389,2401.052248,1008,1595.77911524,1392.69974224,42.4321666666667,1201.5334,2401.065,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10140.txt,0000000000010000
10203,391,2563.128372,1170,1595.77911524,1392.69974224,42.6225,855.3834,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10203.txt,0000000000010000
10808,392,2563.129272,1170,1595.77911524,1392.69974224,44.4183333333333,855.3837,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10808.txt,0000000000010000
10207,393,2969.285772,1576,1595.77911524,1392.69974224,42.6326666666667,990.7692,2969.276,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10207.txt,0000000000010000
10225,394,2725.186272,1332,1595.77911524,1392.69974224,42.6776666666667,909.4027,2725.17,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10225.txt,0000000000010000
10263,395,2620.152848,1227,1595.77911524,1392.69974224,42.781,1311.0837,2620.139,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10263.txt,0000000000010000
10285,396,2401.075872,1008,1595.77911524,1392.69974224,42.8503333333333,801.3659,2401.065,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10285.txt,0000000000010000
10314,397,2417.057172,1024,1595.77911524,1392.69974224,42.9331666666667,806.693,2417.06,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10314.txt,0000000000010000
11883,398,2563.133172,1170,1595.77911524,1392.69974224,47.6128333333333,855.385,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11883.txt,0000000000010000
10372,399,2620.175172,1227,1595.77911524,1392.69974224,43.1016666666667,874.399,2620.139,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10372.txt,0000000000010000
11012,400,2563.132648,1170,1595.77911524,1392.69974224,45.0505,1282.5736,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11012.txt,0000000000010000
11034,401,2563.134372,1170,1595.77911524,1392.69974224,45.1143333333333,855.3854,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11034.txt,0000000000010000
10480,402,2563.127048,1170,1595.77911524,1392.69974224,43.4548333333333,1282.5708,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10480.txt,0000000000010000
10580,403,2579.105172,1186,1595.77911524,1392.69974224,43.775,860.709,2579.112,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10580.txt,0000000000010000
11161,405,2563.128372,1170,1595.77911524,1392.69974224,45.501,855.3834,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11161.txt,0000000000010000
10707,406,2579.101572,1186,1595.77911524,1392.69974224,44.1388333333333,860.7078,2579.112,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10707.txt,0000000000010000
12154,407,2563.132448,1170,1595.77911524,1392.69974224,48.4636666666667,1282.5735,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12154.txt,0000000000010000
10892,409,2563.134848,1170,1595.77911524,1392.69974224,44.7013333333333,1282.5747,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10892.txt,0000000000010000
11132,411,2563.123848,1170,1595.77911524,1392.69974224,45.4056666666667,1282.5692,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11132.txt,0000000000010000
11644,413,2563.131072,1170,1595.77911524,1392.69974224,46.9025,855.3843,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11644.txt,0000000000010000
12044,414,2563.132248,1170,1595.77911524,1392.69974224,48.1111666666667,1282.5734,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12044.txt,0000000000010000
10163,421,2539.124772,1065,1676.80057896,1473.72120596,42.5136666666667,847.3822,2539.107,3,SAAVKNNADNLTAW,SAAVKNNADNLTAW,2,glycoMod,0,SAAVKNNADNLTAW,SAAVKNNADnLTAW,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10163.txt,0000000000100000
10598,424,2644.155848,1170,1676.80057896,1473.72120596,43.8241666666667,1323.0852,2644.138,2,SAAVKNNADNLTAW,SAAVKNNADNLTAW,2,glycoMod,0,SAAVKNNADNLTAW,SAAVKNNADnLTAW,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10598.txt,0000000000100000
10581,425,2644.154772,1170,1676.80057896,1473.72120596,43.7775,882.3922,2644.138,3,SAAVKNNADNLTAW,SAAVKNNADNLTAW,2,glycoMod,0,SAAVKNNADNLTAW,SAAVKNNADnLTAW,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10581.txt,0000000000100000
10705,438,2644.154472,1170,1676.80057896,1473.72120596,44.135,882.3921,2644.138,3,SAAVKNNADNLTAW,SAAVKNNADNLTAW,2,glycoMod,0,SAAVKNNADNLTAW,SAAVKNNADnLTAW,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10705.txt,0000000000100000
9275,439,2660.149572,1186,1676.80057896,1473.72120596,39.8766666666667,887.7238,2660.133,3,SAAVKNNADNLTAW,SAAVKNNADNLTAW,2,glycoMod,0,SAAVKNNADNLTAW,SAAVKNNADnLTAW,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9275.txt,0000000000100000
9418,440,2660.150472,1186,1676.80057896,1473.72120596,40.296,887.7241,2660.133,3,SAAVKNNADNLTAW,SAAVKNNADNLTAW,2,glycoMod,0,SAAVKNNADNLTAW,SAAVKNNADnLTAW,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9418.txt,0000000000100000
10721,444,2644.158448,1170,1676.80057896,1473.72120596,44.177,1323.0865,2644.138,2,SAAVKNNADNLTAW,SAAVKNNADNLTAW,2,glycoMod,0,SAAVKNNADNLTAW,SAAVKNNADnLTAW,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10721.txt,0000000000100000
11772,448,1948.862448,203,1948.85379632,1745.77442332,47.2721666666667,975.4385,1948.853,2,NFSNTSQVDPTLSSSY,NFSNTSQVDPTLSSSY,2,glycoMod,0,NFSNTSQVDPTLSSSY,nFSnTSQVDPTLSSSY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11772.txt,010010000000000000
11391,451,2916.206472,1170,1948.85379632,1745.77442332,46.1628333333333,973.0761,2916.191,3,NFSNTSQVDPTLSSSY,NFSNTSQVDPTLSSSY,2,glycoMod,0,NFSNTSQVDPTLSSSY,nFSnTSQVDPTLSSSY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11391.txt,010010000000000000
11191,453,3119.286072,1373,1948.85379632,1745.77442332,45.6016666666667,1040.7693,3119.271,3,NFSNTSQVDPTLSSSY,NFSNTSQVDPTLSSSY,2,glycoMod,0,NFSNTSQVDPTLSSSY,nFSnTSQVDPTLSSSY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11191.txt,010010000000000000
11142,454,3265.343172,1519,1948.85379632,1745.77442332,45.4401666666667,1089.455,3265.329,3,NFSNTSQVDPTLSSSY,NFSNTSQVDPTLSSSY,2,glycoMod,0,NFSNTSQVDPTLSSSY,nFSnTSQVDPTLSSSY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11142.txt,010010000000000000
9687,455,3025.388248,1170,2058.03416073,1854.95478773,41.153,1513.7014,3025.372,2,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9687.txt,00000000001000000000
10205,456,3025.386372,1170,2058.03416073,1854.95478773,42.6275,1009.4694,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10205.txt,00000000001000000000
9273,457,3025.396272,1170,2058.03416073,1854.95478773,39.8715,1009.4727,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9273.txt,00000000001000000000
11657,458,3025.391472,1170,2058.03416073,1854.95478773,46.939,1009.4711,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11657.txt,00000000001000000000
9553,459,3025.380072,1170,2058.03416073,1854.95478773,40.659,1009.4673,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9553.txt,00000000001000000000
11521,460,3025.384872,1170,2058.03416073,1854.95478773,46.5505,1009.4689,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11521.txt,00000000001000000000
10309,461,2863.331172,1008,2058.03416073,1854.95478773,42.9155,955.451,2863.32,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10309.txt,00000000001000000000
9754,462,3025.388896,1170,2058.03416073,1854.95478773,41.3561666666667,757.3545,3025.372,4,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9754.txt,00000000001000000000
10746,463,3025.392072,1170,2058.03416073,1854.95478773,44.2456666666667,1009.4713,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10746.txt,00000000001000000000
10030,464,3025.389072,1170,2058.03416073,1854.95478773,42.1441666666667,1009.4703,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10030.txt,00000000001000000000
9612,465,3025.386096,1170,2058.03416073,1854.95478773,40.9143333333333,757.3538,3025.372,4,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9612.txt,00000000001000000000
10993,466,3025.393872,1170,2058.03416073,1854.95478773,44.9908333333333,1009.4719,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10993.txt,00000000001000000000
9604,467,2863.327248,1008,2058.03416073,1854.95478773,40.8795,1432.6709,2863.32,2,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9604.txt,00000000001000000000
11944,468,3025.390872,1170,2058.03416073,1854.95478773,47.7995,1009.4709,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11944.txt,00000000001000000000
10613,469,3025.391172,1170,2058.03416073,1854.95478773,43.8675,1009.471,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10613.txt,00000000001000000000
11597,470,2863.330572,1008,2058.03416073,1854.95478773,46.7705,955.4508,2863.32,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11597.txt,00000000001000000000
9649,471,2920.350072,1065,2058.03416073,1854.95478773,41.0291666666667,974.4573,2920.341,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9649.txt,00000000001000000000
11395,472,3025.376172,1170,2058.03416073,1854.95478773,46.1731666666667,1009.466,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11395.txt,00000000001000000000
9392,473,2863.334472,1008,2058.03416073,1854.95478773,40.2186666666667,955.4521,2863.32,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9392.txt,00000000001000000000
9603,474,3082.397172,1227,2058.03416073,1854.95478773,40.8775,1028.473,3082.394,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9603.txt,00000000001000000000
9667,475,3025.382772,1170,2058.03416073,1854.95478773,41.0926666666667,1009.4682,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9667.txt,00000000001000000000
9625,476,2863.329372,1008,2058.03416073,1854.95478773,40.9563333333333,955.4504,2863.32,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9625.txt,00000000001000000000
10005,477,2863.336572,1008,2058.03416073,1854.95478773,42.0748333333333,955.4528,2863.32,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10005.txt,00000000001000000000
10472,478,3025.383972,1170,2058.03416073,1854.95478773,43.4296666666667,1009.4686,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10472.txt,00000000001000000000
11764,479,2863.333872,1008,2058.03416073,1854.95478773,47.2471666666667,955.4519,2863.32,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11764.txt,00000000001000000000
9852,480,2863.335972,1008,2058.03416073,1854.95478773,41.6566666666667,955.4526,2863.32,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9852.txt,00000000001000000000
9736,481,2863.331172,1008,2058.03416073,1854.95478773,41.2988333333333,955.451,2863.32,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9736.txt,00000000001000000000
11141,482,3025.381572,1170,2058.03416073,1854.95478773,45.4376666666667,1009.4678,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11141.txt,00000000001000000000
9779,483,3025.383672,1170,2058.03416073,1854.95478773,41.44,1009.4685,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9779.txt,00000000001000000000
10739,485,2863.342572,1008,2058.03416073,1854.95478773,44.2253333333333,955.4548,2863.32,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10739.txt,00000000001000000000
9903,486,3025.390872,1170,2058.03416073,1854.95478773,41.7963333333333,1009.4709,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9903.txt,00000000001000000000
9515,487,3593.609172,1738,2058.03416073,1854.95478773,40.5606666666667,1198.877,3593.584,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9515.txt,00000000001000000000
11040,488,2863.344072,1008,2058.03416073,1854.95478773,45.1311666666667,955.4553,2863.32,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11040.txt,00000000001000000000
9525,489,3228.464172,1373,2058.03416073,1854.95478773,40.5875,1077.162,3228.452,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9525.txt,00000000001000000000
9385,490,3041.382972,1186,2058.03416073,1854.95478773,40.1991666666667,1014.8016,3041.367,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9385.txt,00000000001000000000
9735,491,2893.334172,1038,2058.03416073,1854.95478773,41.2975,965.452,2893.33,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9735.txt,00000000001000000000
9884,492,2701.287672,846,2058.03416073,1854.95478773,41.7425,901.4365,2701.267,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9884.txt,00000000001000000000
9998,494,2407.182372,552,2058.03416073,1854.95478773,42.0555,803.4014,2407.172,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9998.txt,00000000001000000000
9387,495,4047.776772,2192,2058.03416073,1854.95478773,40.2056666666667,1350.2662,4047.753,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9387.txt,00000000001000000000
10858,497,3025.385772,1170,2058.03416073,1854.95478773,44.5975,1009.4692,3025.372,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10858.txt,00000000001000000000
9518,499,3390.528972,1535,2058.03416073,1854.95478773,40.5685,1131.1836,3390.505,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9518.txt,00000000001000000000
9886,500,2920.355772,1065,2058.03416073,1854.95478773,41.7476666666667,974.4592,2920.341,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9886.txt,00000000001000000000
10058,501,2058.049248,203,2058.03416073,1854.95478773,42.2231666666667,1030.0319,2058.034,2,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10058.txt,00000000001000000000
9758,503,2920.354272,1065,2058.03416073,1854.95478773,41.3713333333333,974.4587,2920.341,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9758.txt,00000000001000000000
9853,504,2407.184772,552,2058.03416073,1854.95478773,41.6585,803.4022,2407.172,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9853.txt,00000000001000000000
9727,505,3082.405872,1227,2058.03416073,1854.95478773,41.2756666666667,1028.4759,3082.394,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9727.txt,00000000001000000000
