glycoform mass,?mass (ppm),structure,type,peptide mass [M],peptide sequence,theoretical glycopeptide mass,mod.,Links
1462.533,3.158,(Hex)3 (HexNAc)2 (Deoxyhexose)3 (Pent)1,-,912.467,n.a.,2375,,
1259.454,-1.683,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1115.557,n.a.,2375.011,,
1113.396,-4.039,(Hex)3 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1361.686,n.a.,2475.082,,
1661.555,2.923,(Hex)9 (HexNAc)1,-,938.497,n.a.,2600.052,,
992.37,-6.421,(Hex)1 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,938.497,n.a.,1930.867,,
527.185,11.495,(Hex)2 (HexNAc)1,-,1386.714,n.a.,1913.899,,
917.349,-13.686,(Hex)1 (HexNAc)3 (Deoxyhexose)1,-,938.497,n.a.,1855.846,,
903.333,12.391,(Hex)1 (HexNAc)3 (Pent)1,-,912.467,n.a.,1815.8,,
1300.48,-10.541,(Hex)2 (HexNAc)2 (Deoxyhexose)3 (Pent)1,paucimannose,1260.62,n.a.,2561.1,,
1175.396,8.01,(Hex)6 (HexNAc)1,-,1321.615,n.a.,2497.011,,
903.333,12.391,(Hex)1 (HexNAc)3 (Pent)1,-,912.467,n.a.,1815.8,,
967.338,-5.981,(Hex)3 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,2041.955,n.a.,3009.293,,
1656.576,12.295,(Hex)3 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,high_man,1352.662,n.a.,3009.238,,
1544.586,-12.255,(Hex)1 (HexNAc)4 (Deoxyhexose)3 (Pent)1,-,1392.7,n.a.,2937.286,,
1348.465,2.703,(Hex)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1610.805,n.a.,2959.27,,
917.349,-8.785,(Hex)1 (HexNAc)3 (Deoxyhexose)1,-,2041.955,n.a.,2959.304,,
1469.491,-0.675,(Hex)7 (HexNAc)1 (Pent)1,-,1489.789,n.a.,2959.28,,
819.301,-4.392,(Hex)2 (HexNAc)1 (Deoxyhexose)2,-,2139.99,n.a.,2959.291,,
1348.465,-10.813,(Hex)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1610.805,n.a.,2959.27,,
1996.676,14.7,(Hex)6 (Pent)1 + (Man)3(GlcNAc)2,high_man,962.519,n.a.,2959.195,,
1469.491,-14.192,(Hex)7 (HexNAc)1 (Pent)1,-,1489.789,n.a.,2959.28,,
1259.454,11.152,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1699.751,n.a.,2959.205,,
1843.66,7.096,(Hex)2 (HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1115.557,n.a.,2959.217,,
1175.396,10.476,(Hex)6 (HexNAc)1,-,1783.811,n.a.,2959.207,,
1348.465,-13.541,(Hex)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1383.722,n.a.,2732.187,,
1154.423,-8.732,(Hex)2 (HexNAc)2 (Deoxyhexose)2 (Pent)1,paucimannose,1822.913,n.a.,2977.336,,
1503.56,9.74,(Hex)2 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1473.721,n.a.,2977.281,,
335.122,8.383,(HexNAc)1 (Pent)1,-,2289.062,n.a.,2624.184,,
1250.491,4.192,(HexNAc)4 (Deoxyhexose)3,-,1373.704,n.a.,2624.195,,
2069.718,11.784,(Hex)8 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,637.307,n.a.,2707.025,,
1640.581,2.171,(Hex)2 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,938.497,n.a.,2579.078,,
1437.502,-10.987,(Hex)5 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1383.722,n.a.,2821.224,,
1560.581,-2.835,(Hex)2 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,1260.62,n.a.,2821.201,,
1560.581,-1.386,(Hex)2 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,962.519,n.a.,2523.1,,
1049.391,-6.34,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-1.981,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
1722.634,-9.92,(HexNAc)2 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,938.497,n.a.,2661.131,,
1654.597,0,(Hex)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,high_man,1006.508,n.a.,2661.105,,
1613.57,10.687,(Hex)6 (HexNAc)1 (Deoxyhexose)3,-,1006.508,n.a.,2620.078,,
1154.423,0.336,(Hex)2 (HexNAc)2 (Deoxyhexose)2 (Pent)1,paucimannose,1822.913,n.a.,2977.336,,
1428.539,-9.378,(Hex)2 (HexNAc)4 (Deoxyhexose)2,-,501.291,n.a.,1929.83,,
1592.571,0.047,(Hex)1 (HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,545.281,n.a.,2137.852,,
1492.544,-11.88,(Hex)4 (HexNAc)2 (Deoxyhexose)3,-,645.333,n.a.,2137.877,,
1289.464,-5.565,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,938.497,n.a.,2227.961,,
967.338,-4.039,(Hex)3 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1260.62,n.a.,2227.958,,
1560.581,-6.142,(Hex)2 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,962.519,n.a.,2523.1,,
1049.391,-11.097,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-6.737,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
2140.755,10.938,(Hex)5 (Deoxyhexose)3 + (Man)3(GlcNAc)2,high_man,501.291,n.a.,2642.046,,
1816.649,4.807,(Hex)3 (Deoxyhexose)3 + (Man)3(GlcNAc)2,high_man,825.413,n.a.,2642.062,,
1090.418,2.33,(HexNAc)4 (Deoxyhexose)1 (Pent)1,-,1484.663,n.a.,2575.081,,
1661.555,2.154,(Hex)9 (HexNAc)1,-,938.497,n.a.,2600.052,,
1631.544,12.528,(Hex)8 (HexNAc)1 (Pent)1,-,962.519,n.a.,2594.063,,
1478.528,3.855,(Hex)4 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1115.557,n.a.,2594.085,,
1533.57,8.095,(HexNAc)1 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1060.504,n.a.,2594.074,,
1661.555,2.538,(Hex)9 (HexNAc)1,-,938.497,n.a.,2600.052,,
1236.476,0,(HexNAc)4 (Deoxyhexose)2 (Pent)1,-,1060.504,n.a.,2296.98,,
1560.581,-13.114,(Hex)2 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,1260.62,n.a.,2821.201,,
1143.406,-5.475,(Hex)4 (HexNAc)1 (Deoxyhexose)2,-,938.497,n.a.,2081.903,,
673.243,-7.744,(Hex)2 (HexNAc)1 (Deoxyhexose)1,-,1392.7,n.a.,2065.943,,
1127.412,8.519,(Hex)3 (HexNAc)1 (Deoxyhexose)3,-,938.497,n.a.,2065.909,,
805.285,10.649,(Hex)2 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1260.62,n.a.,2065.905,,
1236.476,1.306,(HexNAc)4 (Deoxyhexose)2 (Pent)1,-,1060.504,n.a.,2296.98,,
1321.454,-7.736,(Hex)6 (HexNAc)1 (Deoxyhexose)1,-,1392.7,n.a.,2714.154,,
1775.623,4.642,(Hex)7 (HexNAc)1 (Deoxyhexose)3,-,938.497,n.a.,2714.12,,
1453.496,6.264,(Hex)6 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1260.62,n.a.,2714.116,,
967.338,-7.31,(Hex)3 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,2041.955,n.a.,3009.293,,
1656.576,10.966,(Hex)3 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,high_man,1352.662,n.a.,3009.238,,
1348.465,-14.273,(Hex)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1383.722,n.a.,2732.187,,
981.354,-6.979,(Hex)3 (HexNAc)1 (Deoxyhexose)2,-,938.497,n.a.,1919.851,,
659.227,-4.687,(Hex)2 (HexNAc)1 (Pent)1,-,1260.62,n.a.,1919.847,,
1483.507,-7.3,(Hex)7 (HexNAc)1 (Deoxyhexose)1,-,1392.7,n.a.,2876.207,,
1937.676,4.381,(Hex)8 (HexNAc)1 (Deoxyhexose)3,-,938.497,n.a.,2876.173,,
1615.549,5.911,(Hex)7 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1260.62,n.a.,2876.169,,
1398.529,-6.564,(Hex)1 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,962.519,n.a.,2361.048,,
335.122,9.527,(HexNAc)1 (Pent)1,-,2289.062,n.a.,2624.184,,
1250.491,5.335,(HexNAc)4 (Deoxyhexose)3,-,1373.704,n.a.,2624.195,,
951.343,-2.262,(Hex)2 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1699.751,n.a.,2651.094,,
1090.418,3.684,(HexNAc)4 (Deoxyhexose)1 (Pent)1,-,1352.662,n.a.,2443.08,,
1145.386,-14.183,(Hex)5 (HexNAc)1 (Pent)1,-,1392.7,n.a.,2538.086,,
1599.554,-0.551,(Hex)6 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,938.497,n.a.,2538.051,,
1754.624,-5.582,(Hex)2 (HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,645.333,n.a.,2399.957,,
2151.771,3.374,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,545.281,n.a.,2697.052,,
997.349,-14.459,(Hex)4 (HexNAc)1 (Deoxyhexose)1,-,1699.751,n.a.,2697.1,,
2051.719,3.189,(Hex)5 (HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,645.333,n.a.,2697.052,,
1168.438,10.559,(Hex)2 (HexNAc)2 (Deoxyhexose)3,paucimannose,962.519,n.a.,2130.957,,
1398.529,-14.289,(Hex)1 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,1260.62,n.a.,2659.149,,
1462.533,7.078,(Hex)3 (HexNAc)2 (Deoxyhexose)3 (Pent)1,-,501.291,n.a.,1963.824,,
903.333,0.509,(Hex)1 (HexNAc)3 (Pent)1,-,1060.504,n.a.,1963.837,,
1357.502,-10.544,(Hex)2 (HexNAc)3 (Deoxyhexose)2 (Pent)1,-,1392.7,n.a.,2750.202,,
1428.539,6.909,(Hex)2 (HexNAc)4 (Deoxyhexose)2,-,1321.615,n.a.,2750.154,,
1583.559,-6.087,(Hex)5 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,962.519,n.a.,2546.078,,
1583.559,-4.916,(Hex)5 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,938.497,n.a.,2522.056,,
1939.655,13.499,(Hex)9 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,912.467,n.a.,2852.122,,
1106.413,-9.466,(Hex)1 (HexNAc)4 (Pent)1,-,1745.774,n.a.,2852.187,,
1791.618,13.323,(Hex)8 (HexNAc)1 (Deoxyhexose)2,-,1060.504,n.a.,2852.122,,
684.259,-6.979,(HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1321.615,n.a.,2005.874,,
1341.507,-0.73,(Hex)1 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1392.7,n.a.,2734.207,,
1268.466,-2.559,(Hex)2 (HexNAc)4 (Pent)1,-,1465.746,n.a.,2734.212,,
1661.555,2.923,(Hex)9 (HexNAc)1,-,938.497,n.a.,2600.052,,
1583.559,13.708,(Hex)5 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1115.557,n.a.,2699.116,,
819.301,-6.297,(Hex)2 (HexNAc)1 (Deoxyhexose)2,-,1879.869,n.a.,2699.17,,
1661.555,2.154,(Hex)9 (HexNAc)1,-,938.497,n.a.,2600.052,,
1560.581,-1.386,(Hex)2 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,962.519,n.a.,2523.1,,
1049.391,-6.34,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-1.981,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
1414.523,-13.332,(Hex)2 (HexNAc)4 (Deoxyhexose)1 (Pent)1,-,1060.504,n.a.,2475.027,,
1348.465,12.768,(Hex)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1392.7,n.a.,2741.165,,
1275.449,1.824,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1465.746,n.a.,2741.195,,
1357.502,-8.754,(Hex)2 (HexNAc)3 (Deoxyhexose)2 (Pent)1,-,1383.722,n.a.,2741.224,,
659.227,-2.704,(Hex)2 (HexNAc)1 (Pent)1,-,1928.871,n.a.,2588.098,,
1266.486,-3.863,(Hex)1 (HexNAc)4 (Deoxyhexose)2,-,1321.615,n.a.,2588.101,,
1670.591,-0.967,(Hex)3 (Deoxyhexose)2 + (Man)3(GlcNAc)2,high_man,912.467,n.a.,2583.058,,
1467.512,-5.419,(Hex)6 (HexNAc)1 (Deoxyhexose)2,-,1115.557,n.a.,2583.069,,
2140.755,9.803,(Hex)5 (Deoxyhexose)3 + (Man)3(GlcNAc)2,high_man,501.291,n.a.,2642.046,,
1816.649,3.671,(Hex)3 (Deoxyhexose)3 + (Man)3(GlcNAc)2,high_man,825.413,n.a.,2642.062,,
1964.687,6.058,(Hex)4 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1006.508,n.a.,2971.195,,
1291.444,7.753,(Hex)5 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,501.291,n.a.,1792.735,,
967.338,-1.282,(Hex)3 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,825.413,n.a.,1792.751,,
1357.502,4.257,(Hex)2 (HexNAc)3 (Deoxyhexose)2 (Pent)1,-,545.281,n.a.,1902.783,,
1252.471,3.06,(Hex)1 (HexNAc)4 (Deoxyhexose)1 (Pent)1,-,1361.686,n.a.,2614.157,,
684.259,7.746,(HexNAc)2 (Deoxyhexose)1 (Pent)1,-,2156.004,n.a.,2840.263,,
992.37,-9.505,(Hex)1 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1847.942,n.a.,2840.312,,
659.227,-14.063,(Hex)2 (HexNAc)1 (Pent)1,-,1260.62,n.a.,1919.847,,
1090.418,6.525,(HexNAc)4 (Deoxyhexose)1 (Pent)1,-,1361.686,n.a.,2452.104,,
1065.386,8.156,(Hex)2 (HexNAc)3 (Pent)1,-,1386.714,n.a.,2452.1,,
1090.418,1.165,(HexNAc)4 (Deoxyhexose)1 (Pent)1,-,1484.663,n.a.,2575.081,,
2167.766,-6.406,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,501.291,n.a.,2669.057,,
1843.66,-12.475,(Hex)2 (HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,825.413,n.a.,2669.073,,
1414.523,-0.748,(Hex)2 (HexNAc)4 (Deoxyhexose)1 (Pent)1,-,1254.519,n.a.,2669.042,,
1754.624,-5.582,(Hex)2 (HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,645.333,n.a.,2399.957,,
1414.523,-14.545,(Hex)2 (HexNAc)4 (Deoxyhexose)1 (Pent)1,-,1060.504,n.a.,2475.027,,
983.333,10.171,(Hex)4 (HexNAc)1 (Pent)1,-,1867.906,n.a.,2851.239,,
1467.512,11.925,(Hex)6 (HexNAc)1 (Deoxyhexose)2,-,1383.722,n.a.,2851.234,,
1289.464,-11.639,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1373.704,n.a.,2663.168,,
1341.507,5.632,(Hex)1 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1321.615,n.a.,2663.122,,
917.349,5.257,(Hex)1 (HexNAc)3 (Deoxyhexose)1,-,1745.774,n.a.,2663.123,,
997.349,14.616,(Hex)4 (HexNAc)1 (Deoxyhexose)1,-,1465.746,n.a.,2463.095,,
2067.713,-7.067,(Hex)6 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,2601.232,n.a.,4668.945,,
1065.386,9.342,(Hex)2 (HexNAc)3 (Pent)1,-,1610.805,n.a.,2676.191,,
1289.464,14.199,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1386.714,n.a.,2676.178,,
933.344,-2.988,(Hex)2 (HexNAc)3,-,1742.88,n.a.,2676.224,,
1289.464,-12.015,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1373.704,n.a.,2663.168,,
1341.507,5.257,(Hex)1 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1321.615,n.a.,2663.122,,
917.349,4.881,(Hex)1 (HexNAc)3 (Deoxyhexose)1,-,1745.774,n.a.,2663.123,,
1706.639,-1.939,(Hex)2 (HexNAc)4 (Deoxyhexose)3 (Pent)1,-,1386.714,n.a.,3093.353,,
538.201,5.261,(HexNAc)2 (Pent)1,-,279.122,n.a.,817.323,,
2030.745,5.085,(Hex)1 (HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,545.281,n.a.,2576.026,,
1065.386,14.42,(Hex)2 (HexNAc)3 (Pent)1,-,1361.686,n.a.,2427.072,,
684.259,-13.183,(HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1742.88,n.a.,2427.139,,
1560.581,-3.764,(Hex)2 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,962.519,n.a.,2523.1,,
1049.391,-8.718,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-4.359,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
1722.634,-2.246,(HexNAc)2 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,3115.334,,
1524.534,-13.714,(Hex)3 (Deoxyhexose)1 + (Man)3(GlcNAc)2,high_man,1610.805,n.a.,3135.339,,
2222.808,6.857,(Hex)3 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,912.467,n.a.,3135.275,,
1761.607,-4.783,(Hex)7 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1373.704,n.a.,3135.311,,
2019.729,3.189,(Hex)3 (HexNAc)1 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1115.557,n.a.,3135.286,,
1661.555,6.379,(Hex)9 (HexNAc)1,-,1473.721,n.a.,3135.276,,
2030.745,5.085,(Hex)1 (HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,545.281,n.a.,2576.026,,
1706.639,-2.262,(Hex)2 (HexNAc)4 (Deoxyhexose)3 (Pent)1,-,1386.714,n.a.,3093.353,,
1159.401,14.475,(Hex)5 (HexNAc)1 (Deoxyhexose)1,-,1465.746,n.a.,2625.147,,
1483.507,11.247,(Hex)7 (HexNAc)1 (Deoxyhexose)1,-,1361.686,n.a.,2845.193,,
689.238,-5.974,(Hex)3 (HexNAc)1,-,2156.004,n.a.,2845.242,,
1492.544,6.678,(Hex)4 (HexNAc)2 (Deoxyhexose)3,-,1352.662,n.a.,2845.206,,
1371.518,-4.92,(Hex)2 (HexNAc)3 (Deoxyhexose)3,-,1473.721,n.a.,2845.239,,
1722.634,-0.962,(HexNAc)2 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,3115.334,,
1560.581,-3.368,(Hex)2 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,962.519,n.a.,2523.1,,
1049.391,-8.322,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-3.962,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
1905.661,-4.215,(Hex)5 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,2601.232,n.a.,4506.893,,
2708.967,-6.655,(Hex)6 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1797.937,n.a.,4506.904,,
1672.571,-14.404,(Hex)4 (Pent)1 + (Man)3(GlcNAc)2,high_man,1867.906,n.a.,3540.477,,
2156.75,-12.992,(Hex)6 (Deoxyhexose)2 + (Man)3(GlcNAc)2,high_man,1383.722,n.a.,3540.472,,
1127.412,-15.192,(Hex)3 (HexNAc)1 (Deoxyhexose)3,-,1373.704,n.a.,2501.116,,
1382.534,10.968,(HexNAc)4 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2735.196,,
992.37,-8.773,(Hex)1 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1742.88,n.a.,2735.25,,
1289.464,-10.888,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1373.704,n.a.,2663.168,,
1341.507,6.383,(Hex)1 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1321.615,n.a.,2663.122,,
917.349,6.008,(Hex)1 (HexNAc)3 (Deoxyhexose)1,-,1745.774,n.a.,2663.123,,
1706.639,-3.175,(Hex)2 (HexNAc)4 (Deoxyhexose)3 (Pent)1,-,938.497,n.a.,2645.136,,
1307.439,2.623,(Hex)6 (HexNAc)1 (Pent)1,-,1361.686,n.a.,2669.125,,
1706.639,-9.553,(Hex)2 (HexNAc)4 (Deoxyhexose)3 (Pent)1,-,962.519,n.a.,2669.158,,
1316.475,-1.872,(Hex)3 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1352.662,n.a.,2669.137,,
1195.449,-14.236,(Hex)1 (HexNAc)3 (Deoxyhexose)2 (Pent)1,-,1473.721,n.a.,2669.17,,
903.333,10.057,(Hex)1 (HexNAc)3 (Pent)1,-,1383.722,n.a.,2287.055,,
365.132,2.636,(Hex)1 (HexNAc)1,-,962.519,n.a.,1327.651,,
1661.555,1,(Hex)9 (HexNAc)1,-,938.497,n.a.,2600.052,,
1791.618,-10.676,(Hex)8 (HexNAc)1 (Deoxyhexose)2,-,1392.7,n.a.,3184.318,,
1923.66,1.256,(Hex)8 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1260.62,n.a.,3184.28,,
2231.771,2.779,(Hex)9 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1006.508,n.a.,3238.279,,
1916.677,-1.234,(Hex)3 (HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1321.615,n.a.,3238.292,,
1492.544,-9.263,(Hex)4 (HexNAc)2 (Deoxyhexose)3,-,1745.774,n.a.,3238.318,,
2238.803,-0.831,(Hex)4 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,645.333,n.a.,2884.136,,
1307.439,2.623,(Hex)6 (HexNAc)1 (Pent)1,-,1361.686,n.a.,2669.125,,
1706.639,-9.553,(Hex)2 (HexNAc)4 (Deoxyhexose)3 (Pent)1,-,962.519,n.a.,2669.158,,
1316.475,-1.872,(Hex)3 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1352.662,n.a.,2669.137,,
1195.449,-14.236,(Hex)1 (HexNAc)3 (Deoxyhexose)2 (Pent)1,-,1473.721,n.a.,2669.17,,
983.333,-5.63,(Hex)4 (HexNAc)1 (Pent)1,-,1857.947,n.a.,2841.28,,
2231.771,5.867,(Hex)9 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1006.508,n.a.,3238.279,,
1916.677,1.853,(Hex)3 (HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1321.615,n.a.,3238.292,,
1492.544,-6.175,(Hex)4 (HexNAc)2 (Deoxyhexose)3,-,1745.774,n.a.,3238.318,,
1300.48,6.684,(Hex)2 (HexNAc)2 (Deoxyhexose)3 (Pent)1,paucimannose,1392.7,n.a.,2693.18,,
538.201,5.995,(HexNAc)2 (Pent)1,-,279.122,n.a.,817.323,,
1136.423,3.968,(Hex)2 (HexNAc)4,-,1383.722,n.a.,2520.145,,
2708.967,3.411,(Hex)6 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,545.281,n.a.,3254.248,,
2030.745,5.085,(Hex)1 (HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,545.281,n.a.,2576.026,,
1615.549,11.302,(Hex)7 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1392.7,n.a.,3008.249,,
1624.586,-8.309,(Hex)4 (HexNAc)2 (Deoxyhexose)3 (Pent)1,-,1383.722,n.a.,3008.308,,
1159.401,14.475,(Hex)5 (HexNAc)1 (Deoxyhexose)1,-,1465.746,n.a.,2625.147,,
917.349,-14.166,(Hex)1 (HexNAc)3 (Deoxyhexose)1,-,1764.894,n.a.,2682.243,,
1065.386,7.722,(Hex)2 (HexNAc)3 (Pent)1,-,1006.508,n.a.,2071.894,,
1524.534,8.869,(Hex)3 (Deoxyhexose)1 + (Man)3(GlcNAc)2,high_man,1857.947,n.a.,3382.481,,
1524.534,9.165,(Hex)3 (Deoxyhexose)1 + (Man)3(GlcNAc)2,high_man,1857.947,n.a.,3382.481,,
1791.618,-9.734,(Hex)8 (HexNAc)1 (Deoxyhexose)2,-,1392.7,n.a.,3184.318,,
1923.66,2.198,(Hex)8 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1260.62,n.a.,3184.28,,
917.349,-3.029,(Hex)1 (HexNAc)3 (Deoxyhexose)1,-,1392.7,n.a.,2310.049,,
1371.518,11.515,(Hex)2 (HexNAc)3 (Deoxyhexose)3,-,938.497,n.a.,2310.015,,
1049.391,13.42,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1260.62,n.a.,2310.011,,
933.344,-15.046,(Hex)2 (HexNAc)3,-,1392.7,n.a.,2326.044,,
1065.386,1.29,(Hex)2 (HexNAc)3 (Pent)1,-,1260.62,n.a.,2326.006,,
917.349,-2.163,(Hex)1 (HexNAc)3 (Deoxyhexose)1,-,1392.7,n.a.,2310.049,,
1371.518,12.381,(Hex)2 (HexNAc)3 (Deoxyhexose)3,-,938.497,n.a.,2310.015,,
1049.391,14.285,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1260.62,n.a.,2310.011,,
1120.428,-11.553,(Hex)1 (HexNAc)4 (Deoxyhexose)1,-,2601.232,n.a.,3721.66,,
1802.634,-1.88,(Hex)3 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1918.99,n.a.,3721.624,,
1873.671,1.075,(Hex)3 (HexNAc)1 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,1847.942,n.a.,3721.613,,
1923.66,5.374,(Hex)8 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1797.937,n.a.,3721.597,,
1978.702,9.405,(Hex)4 (Deoxyhexose)3 + (Man)3(GlcNAc)2,high_man,1742.88,n.a.,3721.582,,
1656.576,-0.153,(Hex)3 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,high_man,938.497,n.a.,2595.073,,
1818.629,11.327,(Hex)4 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,high_man,1006.508,n.a.,2825.137,,
