glycoform mass,?mass (ppm),structure,type,peptide mass [M],peptide sequence,theoretical glycopeptide mass,mod.,Links
689.238,-9.666,(Hex)3 (HexNAc)1,-,1377.681,n.a.,2066.919,,
1275.449,-7.566,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2377.052,,
903.333,-8.5,(Hex)1 (HexNAc)3 (Pent)1,-,1473.721,n.a.,2377.054,,
497.175,-4.375,(Hex)1 (HexNAc)1 (Pent)1,-,1879.869,n.a.,2377.044,,
1145.386,7.934,(Hex)5 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2523.067,,
1421.507,-9.11,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2523.11,,
1049.391,-9.989,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-5.707,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
1252.471,-11.367,(Hex)1 (HexNAc)4 (Deoxyhexose)1 (Pent)1,-,1181.652,n.a.,2434.123,,
1332.47,9.043,(Hex)4 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2434.073,,
1145.386,7.142,(Hex)5 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2523.067,,
1175.396,14.748,(Hex)6 (HexNAc)1,-,1347.652,n.a.,2523.048,,
1421.507,-9.903,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2523.11,,
1049.391,-10.782,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-6.5,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
1478.528,-9.296,(Hex)4 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2580.131,,
1106.413,-10.544,(Hex)1 (HexNAc)4 (Pent)1,-,1473.721,n.a.,2580.134,,
1143.406,-9.348,(Hex)4 (HexNAc)1 (Deoxyhexose)2,-,1101.603,n.a.,2245.009,,
771.291,-10.781,(Hex)1 (HexNAc)3,-,1473.721,n.a.,2245.012,,
365.132,-5.969,(Hex)1 (HexNAc)1,-,1879.869,n.a.,2245.001,,
851.291,4.944,(Hex)4 (HexNAc)1,-,1377.681,n.a.,2228.972,,
1127.412,-14.35,(Hex)3 (HexNAc)1 (Deoxyhexose)3,-,1101.603,n.a.,2229.015,,
1307.439,7.083,(Hex)6 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2685.12,,
1332.47,2.638,(Hex)4 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1352.662,n.a.,2685.132,,
1583.559,-8.56,(Hex)5 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2685.162,,
1211.444,-9.759,(Hex)2 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2685.165,,
805.285,-5.735,(Hex)2 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2685.154,,
1065.386,2.929,(Hex)2 (HexNAc)3 (Pent)1,-,1352.662,n.a.,2418.048,,
1316.475,-9.506,(Hex)3 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2418.078,,
538.201,-6.369,(HexNAc)2 (Pent)1,-,1879.869,n.a.,2418.07,,
1211.444,-11.249,(Hex)2 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1347.652,n.a.,2559.096,,
983.333,8.902,(Hex)4 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2361.014,,
1259.454,-9.312,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2361.057,,
1259.454,-13.367,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2612.116,,
1275.449,-7.398,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1392.7,n.a.,2668.149,,
851.291,8.981,(Hex)4 (HexNAc)1,-,1377.681,n.a.,2228.972,,
1127.412,-10.312,(Hex)3 (HexNAc)1 (Deoxyhexose)3,-,1101.603,n.a.,2229.015,,
1421.507,-12.225,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2774.169,,
1672.571,-14.053,(Hex)4 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2774.174,,
689.238,9.685,(Hex)3 (HexNAc)1,-,1377.681,n.a.,2066.919,,
1802.634,-6.881,(Hex)3 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2904.237,,
1291.444,-6.361,(Hex)5 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1377.681,n.a.,2669.125,,
1316.475,-10.833,(Hex)3 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1352.662,n.a.,2669.137,,
1321.454,0.828,(Hex)6 (HexNAc)1 (Deoxyhexose)1,-,1347.652,n.a.,2669.106,,
1307.439,-6.393,(Hex)6 (HexNAc)1 (Pent)1,-,1361.686,n.a.,2669.125,,
805.285,9.634,(Hex)2 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1745.774,n.a.,2551.059,,
1348.465,9.544,(Hex)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1377.681,n.a.,2726.146,,
1624.586,-6.23,(Hex)4 (HexNAc)2 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2726.189,,
1252.471,-7.411,(Hex)1 (HexNAc)4 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2726.192,,
1421.507,-12.225,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2774.169,,
1672.571,-14.053,(Hex)4 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2774.174,,
1469.491,8.787,(Hex)7 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2847.172,,
1494.523,4.244,(Hex)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,high_man,1352.662,n.a.,2847.185,,
1745.612,-6.317,(Hex)6 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2847.215,,
967.338,-3.653,(Hex)3 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2847.207,,
1013.343,9.627,(Hex)5 (HexNAc)1,-,1377.681,n.a.,2391.024,,
1289.464,-8.359,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1101.603,n.a.,2391.067,,
917.349,-9.704,(Hex)1 (HexNAc)3 (Deoxyhexose)1,-,1473.721,n.a.,2391.07,,
1113.396,-9.474,(Hex)3 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2214.999,,
335.122,-6.05,(HexNAc)1 (Pent)1,-,1879.869,n.a.,2214.991,,
1640.581,-7.288,(Hex)2 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2742.184,,
1268.466,-8.462,(Hex)2 (HexNAc)4 (Pent)1,-,1473.721,n.a.,2742.187,,
983.333,9.75,(Hex)4 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2361.014,,
1259.454,-8.465,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2361.057,,
1275.449,-8.829,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2377.052,,
903.333,-9.762,(Hex)1 (HexNAc)3 (Pent)1,-,1473.721,n.a.,2377.054,,
497.175,-5.638,(Hex)1 (HexNAc)1 (Pent)1,-,1879.869,n.a.,2377.044,,
1127.412,-12.465,(Hex)3 (HexNAc)1 (Deoxyhexose)3,-,1352.662,n.a.,2480.074,,
1259.454,-12.601,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2612.116,,
1510.518,-14.542,(Hex)3 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2612.121,,
1478.528,-7.358,(Hex)4 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2580.131,,
1106.413,-8.606,(Hex)1 (HexNAc)4 (Pent)1,-,1473.721,n.a.,2580.134,,
1802.634,-6.193,(Hex)3 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2904.237,,
1145.386,9.916,(Hex)5 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2523.067,,
1421.507,-7.128,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2523.11,,
1049.391,-8.007,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-3.726,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
1348.465,-8.974,(Hex)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2450.068,,
1640.581,-6.923,(Hex)2 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2742.184,,
1268.466,-8.097,(Hex)2 (HexNAc)4 (Pent)1,-,1473.721,n.a.,2742.187,,
1437.502,-7.477,(Hex)5 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2539.105,,
1065.386,-8.351,(Hex)2 (HexNAc)3 (Pent)1,-,1473.721,n.a.,2539.107,,
659.227,-4.096,(Hex)2 (HexNAc)1 (Pent)1,-,1879.869,n.a.,2539.096,,
1492.544,-6.548,(Hex)4 (HexNAc)2 (Deoxyhexose)3,-,1101.603,n.a.,2594.147,,
1120.428,-7.403,(Hex)1 (HexNAc)4 (Deoxyhexose)1,-,1473.721,n.a.,2594.149,,
1307.439,11.924,(Hex)6 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2685.12,,
1332.47,7.479,(Hex)4 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1352.662,n.a.,2685.132,,
1583.559,-3.719,(Hex)5 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2685.162,,
1211.444,-4.917,(Hex)2 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2685.165,,
805.285,-0.894,(Hex)2 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2685.154,,
1492.544,-4.62,(Hex)4 (HexNAc)2 (Deoxyhexose)3,-,1101.603,n.a.,2594.147,,
1120.428,-5.475,(Hex)1 (HexNAc)4 (Deoxyhexose)1,-,1473.721,n.a.,2594.149,,
903.333,-0.862,(Hex)1 (HexNAc)3 (Pent)1,-,1879.869,n.a.,2783.202,,
1421.507,2.491,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1361.686,n.a.,2783.193,,
1437.502,-6.69,(Hex)5 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2539.105,,
1065.386,-7.563,(Hex)2 (HexNAc)3 (Pent)1,-,1473.721,n.a.,2539.107,,
659.227,-3.308,(Hex)2 (HexNAc)1 (Pent)1,-,1879.869,n.a.,2539.096,,
1275.449,-7.987,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2377.052,,
903.333,-8.92,(Hex)1 (HexNAc)3 (Pent)1,-,1473.721,n.a.,2377.054,,
497.175,-4.796,(Hex)1 (HexNAc)1 (Pent)1,-,1879.869,n.a.,2377.044,,
1259.454,-1.129,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1377.681,n.a.,2637.135,,
1289.464,6.147,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1347.652,n.a.,2637.116,,
1275.449,-1.162,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1361.686,n.a.,2637.135,,
903.333,-3.737,(Hex)1 (HexNAc)3 (Pent)1,-,1879.869,n.a.,2783.202,,
1421.507,-0.382,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1361.686,n.a.,2783.193,,
903.333,5.799,(Hex)1 (HexNAc)3 (Pent)1,-,1352.662,n.a.,2255.995,,
1154.423,-7.972,(Hex)2 (HexNAc)2 (Deoxyhexose)2 (Pent)1,paucimannose,1101.603,n.a.,2256.026,,
1330.491,-4.928,(Hex)3 (HexNAc)2 (Deoxyhexose)3,-,1101.603,n.a.,2432.094,,
1330.491,-5.339,(Hex)3 (HexNAc)2 (Deoxyhexose)3,-,1101.603,n.a.,2432.094,,
1341.507,-12.205,(Hex)1 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1260.62,n.a.,2602.127,,
1478.528,-8.521,(Hex)4 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2580.131,,
1106.413,-9.768,(Hex)1 (HexNAc)4 (Pent)1,-,1473.721,n.a.,2580.134,,
1145.386,9.123,(Hex)5 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2523.067,,
1421.507,-7.921,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2523.11,,
1049.391,-8.8,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-4.518,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
1259.454,0.007,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1377.681,n.a.,2637.135,,
1289.464,7.285,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1347.652,n.a.,2637.116,,
1275.449,-0.024,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1361.686,n.a.,2637.135,,
771.291,6.631,(Hex)1 (HexNAc)3,-,1352.662,n.a.,2123.953,,
983.333,10.173,(Hex)4 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2361.014,,
1259.454,-8.041,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2361.057,,
1065.386,4.583,(Hex)2 (HexNAc)3 (Pent)1,-,1352.662,n.a.,2418.048,,
1316.475,-7.852,(Hex)3 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2418.078,,
538.201,-4.715,(HexNAc)2 (Pent)1,-,1879.869,n.a.,2418.07,,
1259.454,-12.601,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2612.116,,
1510.518,-14.542,(Hex)3 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2612.121,,
1289.464,6.368,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1260.62,n.a.,2550.084,,
917.349,7.085,(Hex)1 (HexNAc)3 (Deoxyhexose)1,-,1352.662,n.a.,2270.011,,
1168.438,-6.161,(Hex)2 (HexNAc)2 (Deoxyhexose)3,paucimannose,1101.603,n.a.,2270.041,,
1291.444,-7.485,(Hex)5 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1377.681,n.a.,2669.125,,
1316.475,-11.957,(Hex)3 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1352.662,n.a.,2669.137,,
1321.454,-0.295,(Hex)6 (HexNAc)1 (Deoxyhexose)1,-,1347.652,n.a.,2669.106,,
1307.439,-7.517,(Hex)6 (HexNAc)1 (Pent)1,-,1361.686,n.a.,2669.125,,
1307.439,4.15,(Hex)6 (HexNAc)1 (Pent)1,-,1181.652,n.a.,2489.091,,
1136.423,6.461,(Hex)2 (HexNAc)4,-,1352.662,n.a.,2489.085,,
1127.412,1.179,(Hex)3 (HexNAc)1 (Deoxyhexose)3,-,1361.686,n.a.,2489.098,,
1307.439,4.552,(Hex)6 (HexNAc)1 (Pent)1,-,1181.652,n.a.,2489.091,,
1136.423,6.863,(Hex)2 (HexNAc)4,-,1352.662,n.a.,2489.085,,
1127.412,1.58,(Hex)3 (HexNAc)1 (Deoxyhexose)3,-,1361.686,n.a.,2489.098,,
1291.444,-7.11,(Hex)5 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1377.681,n.a.,2669.125,,
1316.475,-11.582,(Hex)3 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1352.662,n.a.,2669.137,,
1321.454,0.079,(Hex)6 (HexNAc)1 (Deoxyhexose)1,-,1347.652,n.a.,2669.106,,
1307.439,-7.142,(Hex)6 (HexNAc)1 (Pent)1,-,1361.686,n.a.,2669.125,,
1289.464,7.937,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1260.62,n.a.,2550.084,,
1065.386,4.583,(Hex)2 (HexNAc)3 (Pent)1,-,1352.662,n.a.,2418.048,,
1316.475,-7.852,(Hex)3 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2418.078,,
538.201,-4.715,(HexNAc)2 (Pent)1,-,1879.869,n.a.,2418.07,,
1275.449,-7.566,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2377.052,,
903.333,-8.5,(Hex)1 (HexNAc)3 (Pent)1,-,1473.721,n.a.,2377.054,,
497.175,-4.375,(Hex)1 (HexNAc)1 (Pent)1,-,1879.869,n.a.,2377.044,,
1478.528,-7.746,(Hex)4 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2580.131,,
1106.413,-8.993,(Hex)1 (HexNAc)4 (Pent)1,-,1473.721,n.a.,2580.134,,
851.291,10.776,(Hex)4 (HexNAc)1,-,1377.681,n.a.,2228.972,,
1127.412,-8.518,(Hex)3 (HexNAc)1 (Deoxyhexose)3,-,1101.603,n.a.,2229.015,,
1145.386,9.916,(Hex)5 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2523.067,,
1421.507,-7.128,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2523.11,,
1049.391,-8.007,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-3.726,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
1421.507,1.079,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1377.681,n.a.,2799.188,,
1451.517,7.935,(Hex)5 (HexNAc)1 (Deoxyhexose)3,-,1347.652,n.a.,2799.169,,
1697.602,-4.996,(Hex)2 (HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2799.205,,
1437.502,1.048,(Hex)5 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1361.686,n.a.,2799.188,,
1291.444,0.841,(Hex)5 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1392.7,n.a.,2684.144,,
1259.454,0.386,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1377.681,n.a.,2637.135,,
1289.464,7.664,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1347.652,n.a.,2637.116,,
1275.449,0.354,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1361.686,n.a.,2637.135,,
1291.444,-2.138,(Hex)5 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1392.7,n.a.,2684.144,,
997.349,-4.075,(Hex)4 (HexNAc)1 (Deoxyhexose)1,-,1392.7,n.a.,2390.049,,
1113.396,-0.393,(Hex)3 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1377.681,n.a.,2491.077,,
1143.406,7.31,(Hex)4 (HexNAc)1 (Deoxyhexose)2,-,1347.652,n.a.,2491.058,,
1259.454,0.007,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1377.681,n.a.,2637.135,,
1289.464,7.285,(Hex)4 (HexNAc)1 (Deoxyhexose)3,-,1347.652,n.a.,2637.116,,
1275.449,-0.024,(Hex)4 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1361.686,n.a.,2637.135,,
1777.602,-11.456,(Hex)8 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2879.205,,
1341.507,-14.126,(Hex)1 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1260.62,n.a.,2602.127,,
1503.56,-12.936,(Hex)2 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1260.62,n.a.,2764.18,,
1453.496,5.517,(Hex)6 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1386.714,n.a.,2840.21,,
1462.533,4.232,(Hex)3 (HexNAc)2 (Deoxyhexose)3 (Pent)1,-,1377.681,n.a.,2840.214,,
1492.544,10.637,(Hex)4 (HexNAc)2 (Deoxyhexose)3,-,1347.652,n.a.,2840.196,,
1478.528,4.202,(Hex)4 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1361.686,n.a.,2840.214,,
1398.529,-9.311,(Hex)1 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,1260.62,n.a.,2659.149,,
1341.507,-13.358,(Hex)1 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1260.62,n.a.,2602.127,,
805.285,11.202,(Hex)2 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1745.774,n.a.,2551.059,,
1777.602,-11.804,(Hex)8 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2879.205,,
1615.549,-12.508,(Hex)7 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2717.152,,
1615.549,-12.876,(Hex)7 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2717.152,,
1398.529,-14.2,(Hex)1 (HexNAc)4 (Deoxyhexose)2 (Pent)1,-,1260.62,n.a.,2659.149,,
967.338,-5.398,(Hex)3 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1392.7,n.a.,2360.038,,
1307.439,4.954,(Hex)6 (HexNAc)1 (Pent)1,-,1181.652,n.a.,2489.091,,
1136.423,7.265,(Hex)2 (HexNAc)4,-,1352.662,n.a.,2489.085,,
1127.412,1.982,(Hex)3 (HexNAc)1 (Deoxyhexose)3,-,1361.686,n.a.,2489.098,,
1453.496,-13.301,(Hex)6 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2555.099,,
1818.629,-11.295,(Hex)4 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2920.232,,
1656.576,-11.234,(Hex)3 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2758.179,,
997.349,-1.666,(Hex)4 (HexNAc)1 (Deoxyhexose)1,-,1352.662,n.a.,2350.011,,
1469.491,5.344,(Hex)7 (HexNAc)1 (Pent)1,-,1352.662,n.a.,2822.153,,
1348.465,-6.45,(Hex)2 (Pent)1 + (Man)3(GlcNAc)2,high_man,1473.721,n.a.,2822.186,,
1478.528,-14.723,(Hex)4 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1101.603,n.a.,2580.131,,
1291.444,-14.62,(Hex)5 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2393.047,,
1145.386,9.52,(Hex)5 (HexNAc)1 (Pent)1,-,1377.681,n.a.,2523.067,,
1421.507,-7.525,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1101.603,n.a.,2523.11,,
1049.391,-8.404,(Hex)1 (HexNAc)3 (Deoxyhexose)1 (Pent)1,-,1473.721,n.a.,2523.112,,
643.232,-4.122,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,2523.101,,
1259.454,-11.835,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2612.116,,
1510.518,-13.776,(Hex)3 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2612.121,,
1145.386,3.236,(Hex)5 (HexNAc)1 (Pent)1,-,1352.662,n.a.,2498.048,,
1453.496,-14.475,(Hex)6 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2555.099,,
1656.576,-13.409,(Hex)3 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2758.179,,
1145.386,5.638,(Hex)5 (HexNAc)1 (Pent)1,-,1352.662,n.a.,2498.048,,
1300.48,-9.667,(Hex)2 (HexNAc)2 (Deoxyhexose)3 (Pent)1,paucimannose,1260.62,n.a.,2561.1,,
1307.439,-0.493,(Hex)6 (HexNAc)1 (Pent)1,-,1386.714,n.a.,2694.153,,
1316.475,-1.477,(Hex)3 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1377.681,n.a.,2694.156,,
1341.507,-6.278,(Hex)1 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2694.169,,
1592.571,-8.16,(Hex)1 (HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2694.174,,
1332.47,-1.508,(Hex)4 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1361.686,n.a.,2694.156,,
1421.507,-5.376,(Hex)4 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2774.169,,
1672.571,-7.204,(Hex)4 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2774.174,,
1453.496,-14.475,(Hex)6 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2555.099,,
1113.396,4.089,(Hex)3 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1352.662,n.a.,2466.058,,
992.37,-9.409,(Hex)1 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1473.721,n.a.,2466.091,,
851.291,3.667,(Hex)4 (HexNAc)1,-,1352.662,n.a.,2203.953,,
1307.439,0.62,(Hex)6 (HexNAc)1 (Pent)1,-,1386.714,n.a.,2694.153,,
1316.475,-0.363,(Hex)3 (HexNAc)2 (Deoxyhexose)2 (Pent)1,-,1377.681,n.a.,2694.156,,
1341.507,-5.165,(Hex)1 (HexNAc)3 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2694.169,,
1592.571,-7.047,(Hex)1 (HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2694.174,,
1332.47,-0.395,(Hex)4 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1361.686,n.a.,2694.156,,
1259.454,-12.218,(Hex)3 (HexNAc)1 (Deoxyhexose)3 (Pent)1,-,1352.662,n.a.,2612.116,,
1510.518,-14.159,(Hex)3 (Pent)1 + (Man)3(GlcNAc)2,high_man,1101.603,n.a.,2612.121,,
1615.549,-11.772,(Hex)7 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2717.152,,
983.333,4.744,(Hex)4 (HexNAc)1 (Pent)1,-,1352.662,n.a.,2335.995,,
1615.549,-11.404,(Hex)7 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2717.152,,
1453.496,-13.693,(Hex)6 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2555.099,,
1483.507,-14.694,(Hex)7 (HexNAc)1 (Deoxyhexose)1,-,1101.603,n.a.,2585.11,,
1307.439,3.415,(Hex)6 (HexNAc)1 (Pent)1,-,1352.662,n.a.,2660.101,,
1113.396,5.711,(Hex)3 (HexNAc)1 (Deoxyhexose)2 (Pent)1,-,1352.662,n.a.,2466.058,,
